dataset,rmse_x,rmse_y,mean_abs_error,median_abs_error,max_abs_error,mean_accuracy
position 1,0.38357344783470526,0.6630245922916421,0.7546569168723117,0.7492427930642354,1.58194694281468,95.90729823817185
position 2,0.23173037697806478,0.8324013332548394,0.7864307180564399,0.7584141414905777,3.239860796404423,95.73498060723404
position 3,0.5152581931418706,0.6941050933663909,0.8223150385440547,0.8116585107772711,2.8221941062909073,95.54037055543681
