timestamp,ft_x,ft_y,ft_z,ft_force_x,ft_force_y,ft_force_z,ft_wrench_force_x,ft_wrench_force_y,ft_wrench_force_z,ft_wrench_torque_x,ft_wrench_torque_y,ft_wrench_torque_z,panda_x,panda_y,panda_z,panda_force_x,panda_force_y,panda_force_z,panda_wrench_force_x,panda_wrench_force_y,panda_wrench_force_z,panda_wrench_torque_x,panda_wrench_torque_y,panda_wrench_torque_z
1733148847.925749,0.0,0.0,0.0,0.012428840000000003,-0.015648930000001116,0.008569629999999773,0.012428840000000003,-0.015648930000001116,0.008569629999999773,0.0007060699999999476,-0.00042646000000001044,4.2360000000241094e-05,0.0,0.0,0.0,-0.14745224090476536,-0.06969526483483254,-0.11582996059060824,-0.14745224090476536,-0.06969526483483254,-0.11582996059060824,-0.04609111105867448,0.0012298451983026415,0.013623985678157022
1733148847.9381912,0.0,0.0,0.0,0.021205840000000004,-0.0035659300000014937,0.051692629999999795,0.021205840000000004,-0.0035659300000014937,0.051692629999999795,-0.0014319300000000534,-0.0012094600000000094,0.0018523600000002194,0.0,0.0,0.0,-0.11597566534891339,-0.08060536825554548,-0.11692033737533551,-0.11597566534891339,-0.08060536825554548,-0.11692033737533551,-0.04835584831282836,0.001476604270110142,0.008335196508681633
1733148847.9507043,0.0,0.0,0.0,0.13865184,-0.006637930000001013,-0.6995463700000004,0.13865184,-0.006637930000001013,-0.6995463700000004,0.09953806999999995,0.03521753999999999,0.02334036000000017,0.0,0.0,0.0,-0.05707825874917604,-0.0784211351484047,-0.07649050181011252,-0.05707825874917604,-0.0784211351484047,-0.07649050181011252,-0.02746386010698555,0.0023136154778161137,0.0005588821910419255
1733148847.9632626,0.01015684170686898,0.004762913874559849,0.0,0.24627984,0.013688069999997943,-1.07292037,0.24627984,0.013688069999997943,-1.07292037,0.14712706999999994,0.05544753999999999,0.03451536000000022,0.0,0.0,0.0,0.022559964426190893,-0.04119638410466528,-0.038406097829741664,0.022559964426190893,-0.04119638410466528,-0.038406097829741664,-0.005076365668981404,0.0028021807295083587,-0.006094754482253541
1733148847.9757254,0.009208700824734989,0.004956485193291255,0.0,0.30091384,0.06872806999999792,-1.4180633700000003,0.30091384,0.06872806999999792,-1.4180633700000003,0.19359806999999993,0.07438953999999999,0.04561736000000016,0.0,0.0,0.0,0.1254542016657929,0.3471988324364266,-0.5628788692606876,0.1254542016657929,0.3471988324364266,-0.5628788692606876,-0.13966408254045276,0.005686440505175735,0.01883002266602167
1733148847.9882047,0.01092675370812217,0.011322013485501353,0.0,0.22621184,0.15870906999999956,-1.8652213700000002,0.22621184,0.15870906999999956,-1.8652213700000002,0.24217206999999993,0.09313053999999998,0.03983636000000024,0.02744548778477704,0.4110365438410877,0.0,0.17912670085572835,0.7562191257909336,-1.5023970092514731,0.17912670085572835,0.7562191257909336,-1.5023970092514731,-0.4197251893340892,0.010339098026214794,0.05590297292496127
1733148848.0007298,0.008042590874948491,0.005081679079263102,0.0,0.23042084,0.18822606999999802,-1.9505593700000003,0.23042084,0.18822606999999802,-1.9505593700000003,0.2657220699999999,0.10332053999999999,0.039969360000000176,0.02850389743811786,0.41604907561396975,0.0,0.09535650125784478,1.2292472485997874,-2.1906088183339354,0.09535650125784478,1.2292472485997874,-2.1906088183339354,-0.6145521404602938,0.013246097587391351,0.1132933710412447
1733148848.0132606,0.0075891941398622265,0.00402350996485587,0.0,0.25007884,0.1310450699999981,-2.10180537,0.25007884,0.1310450699999981,-2.10180537,0.2886700699999999,0.11201053999999999,0.04373736000000017,0.028621910313585935,0.4148929132494964,0.0,-0.010119938323957745,1.6643985342973902,-2.735087570690095,-0.010119938323957745,1.6643985342973902,-2.735087570690095,-0.7592780328575364,0.01614315832814707,0.16935643969561076
1733148848.0256877,0.006396162260335736,0.0031222280856491036,0.0,0.25608984,0.07353306999999898,-2.17936437,0.25608984,0.07353306999999898,-2.17936437,0.3013300699999999,0.11865653999999998,0.04586336000000024,0.03022755548354504,0.4135101842193639,0.0,-0.08398013938533033,1.957689133582405,-3.2592106905546268,-0.08398013938533033,1.957689133582405,-3.2592106905546268,-0.8972756350558997,0.01955727197284174,0.20895449907443997
1733148848.0381882,0.006900781742550988,0.0008150683911444245,0.0,0.33574783999999996,0.0821460699999994,-2.1887663700000006,0.33574783999999996,0.0821460699999994,-2.1887663700000006,0.30809707,0.11884253999999998,0.05350236000000019,0.03174849643624833,0.4022885478829915,0.0,-0.1613661361909302,2.1109296979173378,-3.578767978267345,-0.1613661361909302,2.1109296979173378,-3.578767978267345,-0.9424806407916706,0.02238303550887535,0.23291249962957544
