x,y,z
-0.027440568806782584,0.05568703317635615,0.008839198854098784
-0.027407631969528334,0.05564780137507774,0.008907969321819587
-0.027511475045480682,0.055691515238782796,0.008860595182302977
-0.027448861725984153,0.055693053302687145,0.008837725286857001
-0.02749458608903399,0.05566276724504782,0.008977544305235119
-0.0274759136637428,0.055711919315882485,0.008899863194140378
-0.0274839804632796,0.0556648302700945,0.00891935945983946
-0.027533743502672348,0.05576358012611238,0.00907269879738426
-0.027481036826884297,0.05575975531632893,0.009024978787905202
-0.027459050906752047,0.05571215759388437,0.008863938951666706
-0.027496090180907706,0.05569102024157513,0.008975703232780297
-0.02740381538579273,0.05570270334412675,0.008825864518668292
-0.027392515211183466,0.05570033346217551,0.008818654126012793
-0.027444077772273645,0.05569332533743321,0.008858747074895978
-0.027455615829733104,0.05568335425951232,0.008844095582778433
-0.02738318764500003,0.05575318116482808,0.009024633384706826
-0.027485195511577798,0.055706687352160666,0.008882824679705581
-0.027399550435012743,0.055735778722393436,0.008928554581143722
-0.027459196179849266,0.055735004686666145,0.008931735021929676
-0.027582082930691643,0.05567727146344181,0.00884774398846866
-0.027498188264564738,0.05574200755541692,0.009006230078779542
-0.027464395236392436,0.05570947100035062,0.008864688473469773
-0.027475588666620143,0.055765143326725886,0.009021559517468747
-0.02747295570508923,0.05572491112091271,0.008917635241441624
-0.02746956777361076,0.05570346919994906,0.008851669202899926
-0.027460998647939383,0.055755265142250265,0.009014034959591188
-0.027403972850943314,0.05570199394225228,0.008849699793880728
-0.027454954771025997,0.05574538812573826,0.008992260396132878
-0.027469673580837628,0.0557161620009341,0.008870117662371335
-0.027498068637690776,0.055696821446160394,0.008835997294192155
-0.027422278735162342,0.05567677872207488,0.008811793384091438
-0.0274656732686257,0.0557367246752849,0.00896922720160076
-0.02755533409095423,0.055689523172969047,0.008855815292483804
-0.027449046541326072,0.05570438066009764,0.008851446077096092
-0.027504138856938365,0.05574702685190602,0.009020773336446797
-0.027452768286017837,0.05573695237980847,0.009002533619955955
-0.02754225279740885,0.055728157621319774,0.008863883162429143
-0.027481071552251102,0.055674227256625075,0.00893640131878548
-0.02746679811980446,0.05573702694752747,0.00897758768526391
-0.0274265681310224,0.055699293096763025,0.008869411362230517
-0.027348226446342494,0.055645022311945236,0.008877798958473293
-0.027408176459245426,0.05571106389219527,0.008860665751759922
-0.02748981898897862,0.05574045194597532,0.008986788081861596
-0.027505127912714644,0.05573469710718393,0.008987942119925152
-0.02749177353003185,0.055701705012168534,0.008839514004379989
-0.02743865867830475,0.05569167649101869,0.008800039598326204
-0.027448624442776515,0.05566781092812079,0.008945072317702252
-0.027507023541440634,0.05568189584908467,0.009010435836563802
-0.027454873709156113,0.05575936028394002,0.009023683915491576
-0.02744663028435268,0.05576068258393063,0.009028216899832242
-0.02754747125721746,0.055762544173550754,0.00905911391742531
-0.027428748648616996,0.05575427492667051,0.008979350546233777
-0.027518307761205008,0.05570160848953842,0.008912574267020301
-0.027457105112480895,0.05573361613916927,0.009001626691479636
-0.027449815352134532,0.05570233464784313,0.008876679953696232
-0.02754079201510551,0.05574609275113618,0.00899528201608002
-0.027531581146624684,0.055696168462201934,0.008876129214245299
-0.027444099072979844,0.055666165611793605,0.008895095432501665
-0.02749069275830396,0.05568322175672746,0.008972063473113301
-0.027517828691495883,0.05571469841492649,0.008877457101235997
-0.02744587282822064,0.05565667218852599,0.008918193615422565
-0.027563946628047065,0.055714554266958816,0.008905631411812776
-0.027419324148861057,0.05573843856608429,0.008994121607372452
-0.027498107527357485,0.055748858260370016,0.009001149431471567
-0.027356340529915424,0.05573618042128592,0.008969643334800215
-0.027497436025622712,0.0557190283534299,0.008911187694482847
-0.02748975929706654,0.055699307963824496,0.008847309527946434
-0.027469478569217887,0.05568829520109775,0.008783173381297749
-0.027443834270879708,0.0557360085321299,0.009009665283926105
-0.027427439401215503,0.05569138106959437,0.008788473390832552
-0.027425782818408684,0.05568653846991667,0.00884314011191889
-0.027481463148676166,0.05566419366501407,0.008911218309371916
-0.027455059214201105,0.055676634899037736,0.008825088578272577
-0.027425793481195226,0.05568577008356079,0.008983000115192818
-0.027368463469204074,0.05572896040200459,0.008904332481095789
-0.02750722715959919,0.05570140011609015,0.00886659196642392
-0.02745435711853128,0.055724126244568684,0.008999454072826207
-0.02748744956103899,0.05570194494688474,0.008821673563622512
-0.027509422617129298,0.05567519624516504,0.008950352393134686
-0.027482984961721524,0.05570251358018763,0.008810985342224797
-0.027444108235888276,0.05571561543685222,0.008883315468262265
-0.02746081506855802,0.05573999044819111,0.008976262286537584
-0.02746752194709101,0.05572405956642423,0.008889276704687865
-0.027519486948821004,0.0557073591006777,0.008835378492307311
-0.027473149206454828,0.055689059069128466,0.008845072460853864
-0.027406518223716758,0.05571720570818883,0.0089194326991624
-0.02752058473272767,0.05566342187650686,0.008939411014180054
-0.02749883667580555,0.05574284172247623,0.009021321140061045
