timestamp,ft_x,ft_y,ft_z,ft_force_x,ft_force_y,ft_force_z,ft_wrench_force_x,ft_wrench_force_y,ft_wrench_force_z,ft_wrench_torque_x,ft_wrench_torque_y,ft_wrench_torque_z,opti_x,opti_y,opti_z,opti_orientation_x,opti_orientation_y,opti_orientation_z,opti_orientation_w
1734361049.5683472,0.0,0.0,0.0,0.004707889999999999,-0.012599460000000562,0.007564760000000392,0.004707889999999999,-0.012599460000000562,0.007564760000000392,0.0007378799999999963,-5.72600000000173e-05,0.0013159399999999044,-1.1026920340461621,-0.11851153145275006,-0.28327939796699475,0.94648746137087,0.3099830067536862,-0.07237582605345566,-0.05323307989164222
1734361049.5809014,0.0,0.0,0.0,-0.017323110000000003,-0.005640460000000402,-0.004416239999999627,-0.017323110000000003,-0.005640460000000402,-0.004416239999999627,-0.0011161199999999982,-0.00042526000000001063,-0.00192106000000003,-1.1053997119514982,-0.11562653971838488,-0.2780505425926241,0.9684259122716915,0.20086186311808527,-0.10892593784621918,-0.0997040844188199
1734361049.5933263,0.0,0.0,0.0,-0.03528911,-0.026460460000000907,0.004817760000000337,-0.03528911,-0.026460460000000907,0.004817760000000337,-0.0005451199999999823,0.0004917399999999905,-0.0009730600000000811,-1.099203276685083,-0.11799578146124912,-0.2771922012868542,0.9773426723333187,0.14333852633329802,-0.11766838937322659,-0.10202704468559479
1734361049.605851,0.0,0.0,0.0,-0.022314109999999998,-0.019884460000000104,-0.0027072399999996666,-0.022314109999999998,-0.019884460000000104,-0.0027072399999996666,-0.001092120000000002,9.873999999998606e-05,-0.0008570600000000761,-1.098487528543484,-0.1182429353436314,-0.2747026632721572,0.9787734768610717,0.10009010341305016,-0.143068229763346,-0.10731231907118884
1734361049.6183603,0.0,0.0,0.0,0.005735889999999999,-0.020411460000000048,0.013492760000000326,0.005735889999999999,-0.020411460000000048,0.013492760000000326,0.0001518800000000209,-0.00019126000000001253,-9.606000000006443e-05,-1.0995191778101272,-0.12018039627155064,-0.2708541726707132,0.9759527155212098,0.07464758149898017,-0.17750610990292043,-0.10215486571995605
1734361049.6309388,0.0,0.0,0.0,-0.027002110000000003,0.010459539999999379,0.009598760000000484,-0.027002110000000003,0.010459539999999379,0.009598760000000484,0.00015988000000000113,-2.826000000001605e-05,-0.0009610600000000691,-1.0960433857876937,-0.1263327384299502,-0.2696909587817413,0.9742532152171862,0.07090868997245435,-0.196601026986287,-0.08456161371037207
1734361049.6433735,0.0,0.0,0.0,-0.006300109999999999,0.025720540000000014,-0.018493239999999522,-0.006300109999999999,0.025720540000000014,-0.018493239999999522,-0.00020512000000000308,0.00011573999999998918,0.00012193999999998706,-1.0947540602933308,-0.1294392727768261,-0.26423234723207534,0.9667900964295015,0.08999280858120116,-0.22174462396803887,-0.08970800182132845
1734361049.6558633,0.0,0.0,0.0,0.01792489,0.009638539999999196,0.02002376000000039,0.01792489,0.009638539999999196,0.02002376000000039,0.00021087999999999663,-0.0001792600000000144,0.000749939999999949,-1.0907841296436656,-0.13241233228182736,-0.26283238987325763,0.9638917612609347,0.10739741149368215,-0.223673310812028,-0.09668877188244833
1734361049.668356,0.0,0.0,0.0,0.013500889999999998,0.002937539999999572,-0.01204723999999957,0.013500889999999998,0.002937539999999572,-0.01204723999999957,0.0004948800000000031,8.873999999998994e-05,0.001005939999999983,-1.0871041815101328,-0.13409673274441314,-0.26035745205677996,0.9607280306767416,0.12472756576476264,-0.22031951234425207,-0.11359576528540738
1734361049.6808407,0.0,0.0,0.0,0.014214889999999997,-0.011731460000000027,-0.0011172399999996863,0.014214889999999997,-0.011731460000000027,-0.0011172399999996863,0.00040687999999999835,0.00021073999999998705,-0.0006650600000001061,-1.0852470076931324,-0.13854100878301523,-0.25795623877026186,0.960577053179722,0.12116495760593891,-0.22143001313061242,-0.1165312285951265
1734361049.6933377,0.0,0.0,0.0,-0.007564110000000001,0.009860540000000029,0.010623760000000315,-0.007564110000000001,0.009860540000000029,0.010623760000000315,0.0012348800000000215,-0.00031126000000000764,0.0006949399999999217,-1.085563721410235,-0.1427509631974897,-0.25332265866531145,0.9578563243438095,0.12315055681121051,-0.2297853605006686,-0.12059805293301082
1734361049.7058842,0.0,0.0,0.0,0.007369889999999999,-0.03480245999999987,-0.009703239999999669,0.007369889999999999,-0.03480245999999987,-0.009703239999999669,-0.0009991199999999922,8.073999999998194e-05,-0.002072060000000042,-1.078556571887313,-0.14397084541412086,-0.2511477414020886,0.9623214734468081,0.11196577905239018,-0.21146993487854351,-0.12915693054118385
1734361049.7183423,0.0,0.0,0.0,0.02244989,-0.020871460000000397,0.01806376000000043,0.02244989,-0.020871460000000397,0.01806376000000043,-3.9120000000003596e-05,-0.00032926000000001177,7.393999999993905e-05,-1.0778196866001162,-0.15075725776265703,-0.24838592054108544,0.9602441603115579,0.11928272934183182,-0.21897316582422202,-0.1255130898242576
1734361049.7308505,0.0,0.0,0.0,0.01859189,-0.02800446000000001,-0.008769239999999678,0.01859189,-0.02800446000000001,-0.008769239999999678,-0.00035111999999998256,-0.00019026000000001153,-6.706000000011869e-05,-1.0751172980174342,-0.15561671685001466,-0.24511281501386417,0.9596560615660951,0.12614963857765732,-0.2168577392165418,-0.12696154192537115
1734361049.7434301,0.0,0.0,0.0,-0.02580011,-0.012003460000000743,0.01533976000000048,-0.02580011,-0.012003460000000743,0.01533976000000048,-0.001308119999999996,0.0002357399999999843,-0.0021190600000000615,-1.070104262583276,-0.16200825241662642,-0.2402317945323693,0.960148319175404,0.1200574062966345,-0.21683670353037315,-0.1291637270291171
1734361049.755848,0.0,0.0,0.0,-0.022741110000000002,0.019360539999999204,0.007021760000000432,-0.022741110000000002,0.019360539999999204,0.007021760000000432,-9.512000000000409e-05,0.0006427399999999889,-0.0011300600000000438,-1.0690902310670656,-0.16826226757868668,-0.2355732610827208,0.9577699627191599,0.12887091748031015,-0.2213505783529785,-0.1306633330491922
1734361049.7683635,0.0,0.0,0.0,0.014328889999999999,-0.025521460000000218,-0.005557239999999686,0.014328889999999999,-0.025521460000000218,-0.005557239999999686,0.0005738799999999988,0.0007337399999999827,-0.0015360600000000613,-1.0632756560376333,-0.17413670036105255,-0.23331295249898787,0.9598926960140464,0.12511972854610845,-0.21262612988347493,-0.1331960756111436
1734361049.7808635,0.0,0.0,0.0,-0.00715411,-0.01950646000000056,0.0017067600000004735,-0.00715411,-0.01950646000000056,0.0017067600000004735,0.0013488799999999967,-6.126000000000742e-05,-0.0006730600000001141,-1.05877618309266,-0.17677309689610388,-0.231016479357256,0.9606971591069401,0.13096782375272356,-0.19892248265402504,-0.14261221378300382
1734361049.7933605,0.0,0.0,0.0,-0.0031261100000000014,-0.005058460000000764,0.007980760000000364,-0.0031261100000000014,-0.005058460000000764,0.007980760000000364,0.00031788000000002037,-4.6260000000020174e-05,0.0009029399999999077,-1.055887436504107,-0.1865418235934837,-0.22645492694879454,0.9586149842719547,0.1492781483034862,-0.19402377776811966,-0.14535515136709118
1734361049.8060737,0.0,0.0,0.0,0.012665889999999999,-0.012826460000001205,0.02715276000000033,0.012665889999999999,-0.012826460000001205,0.02715276000000033,0.001396880000000017,-0.00020226000000000965,0.0011729399999999002,-1.0522800324870156,-0.1884701212233879,-0.22408227627801836,0.957181441463299,0.15955033303768515,-0.18304240374780723,-0.1576161723175314
1734361049.8183374,0.0,0.0,0.0,0.013823889999999998,0.011075540000000217,0.008121760000000311,0.013823889999999998,0.011075540000000217,0.008121760000000311,0.0005168799999999973,0.0003547399999999923,7.193999999988154e-05,-1.0455922486330145,-0.19658662818139438,-0.22080300715865508,0.9581287107078948,0.16863443221187743,-0.16130507709098163,-0.16592912370791685
1734361049.8308578,0.0,0.0,0.0,0.004908889999999999,0.0033355400000001367,-0.007375239999999561,0.004908889999999999,0.0033355400000001367,-0.007375239999999561,0.0003428800000000176,0.0003577399999999814,0.0014759399999999534,-1.0431892987073037,-0.20256081392510916,-0.21729326308053798,0.9560450581501531,0.17891221909369576,-0.1525453534907264,-0.17520896031319
