timestamp,contact_x,contact_y,grid,prediction,confidence
1734524312.152259,0.02897905951663851,0.09325581306418945,,,
1734524312.152259,0.02897905951663851,0.09325581306418945,,,
1734524312.162341,0.0291766020649043,0.09317176422417559,,,
1734524312.1721394,0.029100158823115327,0.09345890546949909,,,
1734524312.1821172,0.0286612754085412,0.09317569088330964,,,
1734524312.1921303,0.02831277614867375,0.09393273051839807,,,
1734524312.2021606,0.02793816455680788,0.09289239904000873,,,
1734524312.212192,0.02802794025618216,0.09400298465970441,,,
1734524312.2223332,0.027495648336789497,0.09408518677098712,,,
1734524312.2322223,0.027805109170383535,0.09262784261078412,,,
1734524312.242198,0.027647533870704705,0.09338098703931344,,,
1734524312.252184,0.02742797542818408,0.0909572951409903,,,
1734524312.2621615,0.027556986618856638,0.09223201212271681,,,
1734524312.2721736,0.027214979402783307,0.09248746338041629,,,
1734524312.2822044,0.02692638597492142,0.09330990622021815,,,
1734524312.2921124,0.02652151915935891,0.0927899360187246,,,
1734524312.3020766,0.026101624956139075,0.09170175622204978,,,
1734524312.3121414,0.02572731634731419,0.09280564335208542,,,
1734524312.3221905,0.02495268449234994,0.09176912999051834,,,
1734524312.332164,0.026419624169535277,0.0936462176750506,,,
1734524312.342196,0.025734273546551556,0.09092476637109803,,,
1734524312.3521113,0.025308436190069783,0.09259992008593113,,,
1734524312.3620849,0.024844581421935963,0.09177134903261991,,,
1734524312.3721595,0.02467587044623512,0.09230406617234352,,,
1734524312.3821747,0.025203612690245986,0.09340039878396932,,,
1734524312.3920708,0.025306749129470285,0.0931464536793346,,,
1734524312.4020808,0.025134398364257016,0.09270078889810829,,,
1734524312.4121046,0.024280571688233693,0.09106168853322164,,,
1734524312.4221513,0.023951466001659774,0.08976148610075779,,,
1734524312.4321697,0.02474069026857051,0.09148972159367938,,,
1734524312.4422367,0.024698568518076808,0.09030150000805896,,,
1734524312.452066,0.025089197023319076,0.09040531406588051,,,
1734524312.4621131,0.024796899490001745,0.08834650567350469,,,
1734524312.4721122,0.024619255071646418,0.08948496272218927,,,
1734524312.4822147,0.024442495458584318,0.08878038550130601,,,
1734524312.4921665,0.025377899553251454,0.09073361713955488,,,
1734524312.502187,0.0251893342040512,0.08866193746418374,,,
1734524312.5122468,0.025271583848957863,0.08994622469055252,,,
1734524312.522064,0.025404215884458084,0.09076869604059115,,,
1734524312.5321145,0.025465044630318637,0.0907582470343522,,,
1734524312.5425324,0.02524061530904609,0.09044698551508058,,,
1734524312.5521667,0.02465131664838366,0.09096457654515268,,,
1734524312.5621912,0.024682148069134185,0.09111998324866358,,,
1734524312.5723777,0.024192491300634222,0.08897133455421308,,,
1734524312.5820742,0.023963884805603297,0.08928671840755976,,,
1734524312.592114,0.02351478156889772,0.08917104836178853,,,
1734524312.6021004,0.024188683105393127,0.09110371540285475,,,
1734524312.6121402,0.024661173319146745,0.08989231719145208,,,
1734524312.622165,0.024027995394081403,0.09132463244590798,,,
1734524312.6320448,0.024099432544192056,0.09211747921303194,,,
