timestamp,ft_x,ft_y,ft_z,ft_force_x,ft_force_y,ft_force_z,ft_wrench_force_x,ft_wrench_force_y,ft_wrench_force_z,ft_wrench_torque_x,ft_wrench_torque_y,ft_wrench_torque_z,panda_x,panda_y,panda_z,panda_force_x,panda_force_y,panda_force_z,panda_wrench_force_x,panda_wrench_force_y,panda_wrench_force_z,panda_wrench_torque_x,panda_wrench_torque_y,panda_wrench_torque_z,raw_contact_x,raw_contact_y,raw_contact_z,tau_ext_0,tau_ext_1,tau_ext_2,tau_ext_3,tau_ext_4,tau_ext_5,tau_ext_6,jacobian_0_0,jacobian_0_1,jacobian_0_2,jacobian_0_3,jacobian_0_4,jacobian_0_5,jacobian_0_6,jacobian_1_0,jacobian_1_1,jacobian_1_2,jacobian_1_3,jacobian_1_4,jacobian_1_5,jacobian_1_6,jacobian_2_0,jacobian_2_1,jacobian_2_2,jacobian_2_3,jacobian_2_4,jacobian_2_5,jacobian_2_6,jacobian_3_0,jacobian_3_1,jacobian_3_2,jacobian_3_3,jacobian_3_4,jacobian_3_5,jacobian_3_6,jacobian_4_0,jacobian_4_1,jacobian_4_2,jacobian_4_3,jacobian_4_4,jacobian_4_5,jacobian_4_6,jacobian_5_0,jacobian_5_1,jacobian_5_2,jacobian_5_3,jacobian_5_4,jacobian_5_5,jacobian_5_6,opti_x,opti_y,opti_z,opti_orientation_x,opti_orientation_y,opti_orientation_z,opti_orientation_w
1734363825.453958,0.0,0.0,0.0,-0.009509439999999997,0.002624740000003456,-0.0300818499999993,-0.009509439999999997,0.002624740000003456,-0.0300818499999993,0.0010334200000000071,0.00011768000000000889,-0.00017878999999987322,0.0,0.0,0.0,0.019722517192146058,-0.05260117419567736,0.009357132257106415,0.019722517192146058,-0.05260117419567736,0.009357132257106415,0.0060681552807732835,0.0006363052188155989,-0.011244934698651022,0.0,0.0,0.0,-0.005977666066222895,0.021006302243213426,-3.812802125598147e-05,-0.00458920948514796,0.00036024760207301054,-0.0026683485042853783,-0.0011218328706075753,-0.7894853249992246,-0.00032573336132546427,-0.5680560414555178,-0.01143870618743868,0.10179682058149132,0.041090899411879336,0.0,-0.00467292569040113,-0.6799963875587836,-0.02668899106899117,0.5256927786637913,-0.03234323469056603,0.1293291459128846,0.0,0.009160037916923852,-0.3994203875666116,-0.007111048380817393,0.11186566453708789,4.1762341225509805e-11,0.08800000001685576,0.0,0.0008680823544207315,-0.9980795636754338,-0.04272262664071328,0.9982828725795307,-0.044067126286803024,0.9530519227193448,4.102068570306623e-10,0.8585169910643049,-0.031017506917003917,0.9714731358027391,0.032142777036411774,-0.13869649812069682,-0.30280692297396367,0.0,0.5127843820622059,0.05361994813601435,-0.2332696370865937,-0.048970891341160463,-0.9893540164116577,3.860517951556229e-10,-1.0,-1.0122247946149505,-0.0287767348297141,-0.39283989285409104,0.2356674275449788,0.9485282998057364,0.10000751927673923,0.18642270288267962
1734363825.4664752,0.0,0.0,0.0,-0.00472844,0.025305740000002075,0.0064421500000007015,-0.00472844,0.025305740000002075,0.0064421500000007015,-0.0005125799999999847,0.0005346800000000096,5.721000000014076e-05,0.0,0.0,0.0,0.038009868857992596,-0.03717721513933124,-0.014773840459937713,0.038009868857992596,-0.03717721513933124,-0.014773840459937713,0.003865829886947958,-0.0006645295166269915,-0.013437614629144251,0.0,0.0,0.0,-0.01933828468950312,0.0004509478971437275,-0.008743454400106682,0.007361244811731227,0.0006873983015461826,-0.00013666297497266777,0.001936989052667898,-0.7894846489029544,-0.0003204113933367274,-0.56805636911216,-0.011442037402546268,0.1017972792435236,0.041090234609520646,0.0,-0.004678927906357187,-0.6799961782232288,-0.026692704396529633,0.5256927312315698,-0.0323428043179072,0.12932935713428712,0.0,0.009159999570896825,-0.39941962690580435,-0.007110683487349834,0.11186471467256989,4.176252953024072e-11,0.08800000001685548,0.0,0.0008615669926422716,-0.9980794135085274,-0.042729112857680045,0.998282613626681,-0.04406717014390334,0.9530534792514194,4.102068570306623e-10,0.8585155820083211,-0.031024524954214063,0.9714730926640123,0.032149233214727735,-0.1386991066648167,-0.3028020239145776,0.0,0.5127867521214167,0.05361868314160324,-0.23326862871851242,-0.048971932107972294,-0.9893536487656424,3.8605243365575304e-10,-1.0,-0.9968166436469905,-0.02261949874558944,-0.39244561747569007,0.22853152029624046,0.9485854811254876,0.11625001832387051,0.18559327161488362
1734363825.4789667,0.0,0.0,0.0,0.008252559999999999,-0.04220225999999627,-0.014400849999999465,0.008252559999999999,-0.04220225999999627,-0.014400849999999465,-0.00012257999999998326,0.0004906800000000072,-0.0019327899999999065,0.0,0.0,0.0,0.020876652546089697,-0.05991781094474625,-0.00657017084336777,0.020876652546089697,-0.05991781094474625,-0.00657017084336777,0.006162575628080265,0.00021475658770612669,-0.00915566266190926,0.0,0.0,0.0,-0.009118570656681452,0.01302652572051155,-0.0030454828298808606,0.00291088149980534,-0.00020742509958374122,-0.0004513991429924702,0.00013626281888112768,-0.7894852287122333,-0.0003258518597598001,-0.5680555910133699,-0.011439097853637784,0.10179724012871168,0.041091037380261576,0.0,-0.004673363878305262,-0.6799974601494898,-0.02668973071865987,0.5256928095464016,-0.032343487550644937,0.12932910207701637,0.0,0.009161031796949486,-0.3994183286348503,-0.007110496107276338,0.11186419009335619,4.1762513572654246e-11,0.08800000001685582,0.0,0.0008682038836293517,-0.9980794280090922,-0.04272406718743258,0.998282763203855,-0.044068449455991004,0.9530515996842067,4.102068570306623e-10,0.858518869553866,-0.0310183265574536,0.9714722443950329,0.03214372169206514,-0.13870014993481874,-0.3028079396901187,0.0,0.512781236827137,0.05362199924115337,-0.23327308557362791,-0.04897250091489191,-0.9893534455241987,3.8605166264439413e-10,-1.0,-0.984596896261762,-0.006965207594795686,-0.38589936706221883,0.2271729009331623,0.9478421533519441,0.12716216992717055,0.1838953722913519
1734363825.4914577,0.0,0.0,0.0,0.016097560000000004,-0.014531259999996493,-0.0014628499999993494,0.016097560000000004,-0.014531259999996493,-0.0014628499999993494,-0.0010825799999999997,-0.0002873199999999937,0.0008402100000001189,0.0,0.0,0.0,-0.1891246750693577,-0.05220973639510292,-0.025445773101163686,-0.1891246750693577,-0.05220973639510292,-0.025445773101163686,-0.003460110981912552,-0.005049833717265715,0.03608856716906321,0.0,0.0,0.0,0.11522176092678486,0.007934434015653968,0.07343802169557004,0.0054267925475999235,-0.008999574369498886,-0.001477345003189856,0.004166147672506865,-0.7894850184110096,-0.0003243879105164042,-0.5680566019142707,-0.011440661658352395,0.10179664119908266,0.041090562617564164,0.0,-0.004674513332133007,-0.6799951756100185,-0.026690960793931497,0.5256926902283369,-0.03234288584090659,0.12932925291984582,0.0,0.009160295234295242,-0.3994217759698166,-0.00711140882130764,0.1118664962245791,4.176226749879999e-11,0.08800000001685562,0.0,0.0008665941091346684,-0.9980793767085173,-0.04272588749704971,0.9982827853959888,-0.04406608281645459,0.9530527112746964,4.102068570306623e-10,0.8585142009486035,-0.03102062967498619,0.9714738922397986,0.03214643822943791,-0.13869446545057068,-0.30280444107038834,0.0,0.5127890558350781,0.05362162179293416,-0.23326588956391756,-0.04897026537795061,-0.9893543478443878,3.860521186264352e-10,-1.0,-0.9792379332362868,-0.001774395286330055,-0.3848959809563661,0.21828721158200828,0.9485188507634996,0.1398209427424935,0.1819691923833309
1734363825.503934,0.0,0.0,0.0,0.003546560000000004,0.040015740000002964,-0.013599849999999414,0.003546560000000004,0.040015740000002964,-0.013599849999999414,-0.000324579999999991,0.00027668000000000137,0.0005092100000001487,0.0,0.0,0.0,0.039254149449872024,-0.040557373624038606,-0.009582500424799216,0.039254149449872024,-0.040557373624038606,-0.009582500424799216,0.005173025418658984,-0.0012336216880583523,-0.011220750365579088,0.0,0.0,0.0,-0.022607472405210716,0.004043280442577846,-0.01141192046286496,0.005403596929541898,0.0008350732213976975,0.0008966830137766002,0.0034261627180892096,-0.7894850153129465,-0.00032218898935787096,-0.5680562453265192,-0.011439722967989788,0.10179703445827007,0.04109055687827428,0.0,-0.004676403920167393,-0.6799963315299284,-0.026690084471831247,0.5256927806766141,-0.03234300581392958,0.12932925474333606,0.0,0.009159125358587608,-0.3994201573056281,-0.0071108621691753846,0.11186526194593994,4.176242902869495e-11,0.08800000001685562,0.0,0.0008637392130941245,-0.9980796771211282,-0.04272456743838068,0.998282796018485,-0.04406709079349089,0.9530527247123548,4.102068570306623e-10,0.8585157475356865,-0.031020452301042185,0.9714731893603754,0.03214472818066888,-0.13869765930557165,-0.30280439877643195,0.0,0.5127864713385222,0.05361613243067123,-0.23326905858082275,-0.04897117135322482,-0.9893538552065959,3.8605212413865484e-10,-1.0,-0.9624105760235317,0.0021891797268480673,-0.38496280377141723,0.20589883636112566,0.9499754569260022,0.14430305918950664,0.18528067231073397
1734363825.516459,0.0,0.0,0.0,0.01728756,0.017885740000002315,-0.019265849999999585,0.01728756,0.017885740000002315,-0.019265849999999585,-0.00018757999999999275,0.00025867999999999725,-0.0022847899999999255,0.0,0.0,0.0,0.0758427017861505,-0.030243184453133624,0.003806489268846011,0.0758427017861505,-0.030243184453133624,0.003806489268846011,0.00920576687500777,0.0008752694418392596,-0.027060730770079436,0.0,0.0,0.0,-0.03660939273048208,0.00462349811164664,-0.0171644521232336,0.00358115590849295,0.0010138316585648344,0.0006060862968201297,0.0008550413943592405,-0.7894850387971974,-0.0003236004118224306,-0.5680566063463359,-0.011439676989881534,0.1017966345370414,0.04109076166808745,0.0,-0.004674916301790372,-0.6799953684857419,-0.026689906661024103,0.5256927207693733,-0.03234305621524355,0.12932918967723345,0.0,0.009159274138112856,-0.39942166098704796,-0.0071113459256893635,0.11186636189109489,4.1762264789344345e-11,0.0880000000168557,0.0,0.0008654683400221852,-0.9980796004038875,-0.042724105466382084,0.9982828415126328,-0.04406640787832773,0.9530522452274424,4.102068570306623e-10,0.8585151612695351,-0.0310196534883518,0.9714738852669628,0.032144572396933024,-0.13869474887020122,-0.3028059079128591,0.0,0.5127874499584563,0.0536180226703543,-0.23326624500001983,-0.04897034619932795,-0.9893542936342534,3.860519274506559e-10,-1.0,-0.9624105760235317,0.0021891797268480673,-0.38496280377141723,0.20589883636112566,0.9499754569260022,0.14430305918950664,0.18528067231073397
1734363825.5289605,0.0,0.0,0.0,0.01239556,0.025474740000003493,-0.0027628499999994283,0.01239556,0.025474740000003493,-0.0027628499999994283,1.3420000000013976e-05,0.00039268000000000636,-0.001258789999999843,0.0,0.0,0.0,0.06696992617230586,-0.04072882006928546,0.00306002843430666,0.06696992617230586,-0.04072882006928546,0.00306002843430666,0.008815533771612833,-1.607461132499934e-05,-0.02325420698722534,0.0,0.0,0.0,-0.03351049013543944,0.008747099946118109,-0.01558758760522963,0.0023418735324319817,0.0006119944234836416,0.00022800778651133058,0.0026105686939497663,-0.7894855299104724,-0.00032054847008498866,-0.56805595362355,-0.011441647106946616,0.10179663044019097,0.04109028265056178,0.0,-0.0046782158434641,-0.6799959093969105,-0.02669205029548824,0.5256926614289505,-0.032342639812310135,0.12932934187078493,0.0,0.00915885889359723,-0.39942178571960046,-0.007111516319401094,0.11186675815827031,4.176226304166876e-11,0.08800000001685551,0.0,0.0008616076477667156,-0.9980795362674834,-0.042727699223211936,0.9982827400750608,-0.04406557351773254,0.9530533667716686,4.102068570306623e-10,0.8585152590326843,-0.03102350917144205,0.9714732841024775,0.03214827479902643,-0.13869390284370126,-0.3028023779384621,0.0,0.5127872927835715,0.05361698576733626,-0.23326809039008745,-0.04896998361930224,-0.9893544493984626,3.86052387515788e-10,-1.0,-0.9624105760235317,0.0021891797268480673,-0.38496280377141723,0.20589883636112566,0.9499754569260022,0.14430305918950664,0.18528067231073397
1734363825.5414844,0.0,0.0,0.0,-0.004427439999999998,0.025944740000003463,-0.01275984999999924,-0.004427439999999998,0.025944740000003463,-0.01275984999999924,-0.00030057999999999474,0.0006696800000000058,-0.0006567899999998517,0.0,0.0,0.0,0.04433878680259661,-0.030435137823546947,0.005869147147869877,0.05207017132380116,-0.04147082287701573,0.014787798468211535,0.00956675277488374,0.0008667273777189903,-0.019815306088837546,0.0,0.0,0.0,-0.024017590227363328,0.016471242501347128,-0.010284646618223064,-0.002934881777905407,0.00105422890975862,-0.00028024233482787375,-0.00019832723263363272,-0.7894847460195336,-0.0003248580327386216,-0.5680569699503691,-0.011438356962321329,0.10179665396553342,0.041091045569622106,0.0,-0.0046733083446594305,-0.6799951397081697,-0.026688470470522876,0.5256927645228453,-0.032343308408849546,0.12932909947505475,0.0,0.009159214469118167,-0.3994215322453821,-0.007111217017177984,0.11186607584049149,4.1762272808036047e-11,0.08800000001685582,0.0,0.0008672125213460384,-0.9980797082493623,-0.04272170123167457,0.9982829105842649,-0.04406694639011681,0.9530515805098397,4.102068570306623e-10,0.8585138157855621,-0.03101739581093562,0.9714742062952688,0.03214208558371534,-0.1386953887835025,-0.3028080000391278,0.0,0.5127896996311028,0.05361732124952718,-0.23326534836286503,-0.048970570445293356,-0.9893541799406538,3.8605165477893733e-10,-1.0,-0.8956435493739117,0.009553999604425378,-0.3874100335704702,0.10679623948989476,0.9659538900856686,0.10226236062602745,0.2122970914976782
1734363825.5539844,0.0,0.0,0.0,0.004356560000000002,-0.006164259999996702,0.0077931500000003595,0.004356560000000002,-0.006164259999996702,0.0077931500000003595,-7.057999999998676e-05,-0.0002893199999999957,-0.0018177899999999303,0.0,0.0,0.0,0.03568885653884223,-0.041409814645551546,-0.005742285272478491,0.03568885653884223,-0.041409814645551546,-0.005742285272478491,0.006286891429807797,-0.0006248964070099903,-0.014874497302682133,0.0,0.0,0.0,-0.016247580502747036,0.005824402849149202,-0.0058712489020400355,0.004626267505733694,0.0003840187813151652,0.00010020142350658512,0.0019107807596271398,-0.789484736834349,-0.00032685679892694233,-0.5680564974877601,-0.011438113818812146,0.10179717364694621,0.0410908545802977,0.0,-0.004671944665413499,-0.6799963092097476,-0.026688384552381914,0.5256928513349713,-0.032343308017808076,0.1293291601569198,0.0,0.009160727980985335,-0.3994193664197615,-0.00711056409639528,0.11186458628282918,4.1762486240590664e-11,0.08800000001685575,0.0,0.0008696038929213515,-0.9980795421674847,-0.04272176728343296,0.9982828670090712,-0.044067963014002225,0.9530520276864428,4.102068570306623e-10,0.8585167579814663,-0.031016394244190285,0.9714732900496942,0.0321417190569378,-0.13869929823045574,-0.3028065926012177,0.0,0.5127847697173367,0.05362099210973948,-0.23326915209732058,-0.048971699298817596,-0.9893535865938808,3.860518382138462e-10,-1.0,-0.8765518504384286,0.002687627262050185,-0.39392228550880226,0.07767443450229299,0.9675340973411677,0.09831711179827332,0.21949532622497123
1734363825.566469,0.0,0.0,0.0,-0.015846439999999996,0.024245740000003124,0.005287150000000462,-0.015846439999999996,0.024245740000003124,0.005287150000000462,-0.0013835799999999954,1.3680000000002024e-05,-0.0013207899999998496,0.0,0.0,0.0,0.032969735743123015,-0.06265201862381758,-0.0017367684445610352,0.032969735743123015,-0.06265201862381758,-0.0017367684445610352,0.007737836308576154,0.00013887263610704633,-0.01525577922925258,0.0,0.0,0.0,-0.013453861595864355,0.01563970324460051,-0.0038818191160298193,0.0017149414285410614,0.0005053315649082846,-0.0011719098911327497,5.3248311834730444e-05,-0.7894850430423861,-0.0003247919115635864,-0.56805650167202,-0.011438589019531297,0.10179674547694095,0.041090938555353014,0.0,-0.00467360363935565,-0.6799957827076065,-0.02668878658876596,0.5256927719317942,-0.03234324474871125,0.12932913347607947,0.0,0.009159389957223991,-0.39942097767998863,-0.0071111299041207825,0.1118658728148637,4.176231038172202e-11,0.08800000001685578,0.0,0.000866954352390141,-0.99807966858807,-0.04272226050054932,0.9982828893295412,-0.0440669992122413,0.9530518310700808,4.102068570306623e-10,0.8585158169936299,-0.03101773740849948,0.9714736653250641,0.032142535754559,-0.13869595270701904,-0.30280721142992295,0.0,0.5127863496251739,0.05361786192292443,-0.23326749888831166,-0.04897070825636281,-0.9893540985325328,3.8605175756046633e-10,-1.0,-0.8722645600703705,0.009046746886585133,-0.3881592892066412,0.07735286878374278,0.9675359709634521,0.08197492232163717,0.22620961671223577
