timestamp,contact_x,contact_y,contact_z,force_x,force_y,force_z,position_x,position_y,position_z,orientation_x,orientation_y,orientation_z,orientation_w
1730804508.6566408,0.0,0.0,0.0,0.0025420000000000442,0.009584799999999838,0.0043189000000003475,-1.0434079130823393,-1.94691737208118,0.3677739274782126,0.48641745641711037,0.7678830085197169,-0.3050884106163783,0.28403310551234884
1730804508.6666162,0.0,0.0,0.0,-0.023977999999999944,-0.02748419999999996,0.008953900000000292,-1.0385433694905792,-1.9388846804621331,0.36468543171445833,0.45607604589153916,0.7907229939872256,-0.30338277530738833,0.2733325425019919
1730804508.6766317,0.0,0.0,0.0,0.005871999999999988,-0.004105199999999698,0.0066539000000003234,-1.0393624919222906,-1.9300766456679224,0.36453668160550645,0.43718450495950634,0.7975346613649217,-0.32709315331337435,0.2565506608846767
1730804508.6866033,0.0,0.0,0.0,0.007278000000000007,0.010294800000000492,-0.002892099999999509,-1.0376594726205686,-1.9194041795940011,0.36171612181759627,0.4109727461665884,0.8112578396988692,-0.33756469420816043,0.24292426115883892
1730804508.6966379,0.0,0.0,0.0,0.01029100000000005,0.01752980000000015,-0.0011710999999996474,-1.037179302923629,-1.9161318735779376,0.360914839561804,0.40027267854881743,0.8161752053958641,-0.341651251507573,0.23856705398626035
1730804508.7066104,0.0,0.0,0.0,-0.0022569999999999535,-0.03421420000000008,-0.022521099999999628,-1.0328114129403358,-1.906162188764743,0.36006862247925003,0.3899109672810585,0.8213568718060414,-0.3446075921905972,0.23364060891793287
1730804508.7166734,0.0,0.0,0.0,-0.010151000000000021,-0.019786199999999532,-0.0028210999999997988,-1.0282259301320327,-1.8960625331642593,0.3578542962384124,0.37847353555065244,0.8277887081189044,-0.34717171159457755,0.2258217001687748
1730804508.726604,0.0,0.0,0.0,0.0023239999999999927,-0.020598200000000233,-0.010454099999999578,-1.0270902467939709,-1.8879926221861694,0.35538845028188143,0.3748885147691476,0.8314347367682845,-0.3453740902584738,0.22111449017956275
1730804508.7366397,0.0,0.0,0.0,0.014820000000000055,0.00915979999999994,0.001289900000000621,-1.0270902467939709,-1.8879926221861694,0.35538845028188143,0.3748885147691476,0.8314347367682845,-0.3453740902584738,0.22111449017956275
1730804508.7466748,0.0,0.0,0.0,0.018645000000000023,-0.013465199999999733,0.014068900000000273,-1.0270902467939709,-1.8879926221861694,0.35538845028188143,0.3748885147691476,0.8314347367682845,-0.3453740902584738,0.22111449017956275
1730804508.7565837,0.0,0.0,0.0,0.0012499999999999734,0.03142180000000039,0.012620900000000379,-1.0270902467939709,-1.8879926221861694,0.35538845028188143,0.3748885147691476,0.8314347367682845,-0.3453740902584738,0.22111449017956275
1730804508.7665653,0.0,0.0,0.0,0.011233999999999966,0.02399180000000012,-0.0050850999999996205,-1.0270902467939709,-1.8879926221861694,0.35538845028188143,0.3748885147691476,0.8314347367682845,-0.3453740902584738,0.22111449017956275
1730804508.7766137,0.0,0.0,0.0,0.0027679999999999927,0.009787799999999791,-0.010177099999999495,-1.0270902467939709,-1.8879926221861694,0.35538845028188143,0.3748885147691476,0.8314347367682845,-0.3453740902584738,0.22111449017956275
1730804508.786556,0.0,0.0,0.0,0.010503999999999958,-0.005632199999999976,0.009272900000000472,-1.000761244411012,-1.8229819327137688,0.3452777789842215,0.5103005451179823,0.7952314215756046,-0.23367885618942838,0.22933497762254604
1730804508.7966259,0.0,0.0,0.0,0.005322999999999967,0.023472800000000404,0.015268900000000585,-1.000761244411012,-1.8229819327137688,0.3452777789842215,0.5103005451179823,0.7952314215756046,-0.23367885618942838,0.22933497762254604
1730804508.8065803,0.0,0.0,0.0,0.011125000000000052,-0.004886199999999619,-0.0052730999999996975,-1.000761244411012,-1.8229819327137688,0.3452777789842215,0.5103005451179823,0.7952314215756046,-0.23367885618942838,0.22933497762254604
1730804508.8166018,0.0,0.0,0.0,-0.010421000000000014,0.025163800000000514,-0.017864099999999716,-1.000761244411012,-1.8229819327137688,0.3452777789842215,0.5103005451179823,0.7952314215756046,-0.23367885618942838,0.22933497762254604
1730804508.826591,0.0,0.0,0.0,-0.0013889999999999736,-0.026977200000000146,-0.016961099999999618,-0.9811057236690797,-1.7698760791101038,0.33795652565447815,0.6826081079999525,0.6854876664493086,-0.12600267205859528,0.21971835761424374
