timestamp,ft_x,ft_y,ft_z,ft_force_x,ft_force_y,ft_force_z,ft_wrench_force_x,ft_wrench_force_y,ft_wrench_force_z,ft_wrench_torque_x,ft_wrench_torque_y,ft_wrench_torque_z,panda_x,panda_y,panda_z,panda_force_x,panda_force_y,panda_force_z,panda_wrench_force_x,panda_wrench_force_y,panda_wrench_force_z,panda_wrench_torque_x,panda_wrench_torque_y,panda_wrench_torque_z,tau_ext_0,tau_ext_1,tau_ext_2,tau_ext_3,tau_ext_4,tau_ext_5,tau_ext_6,jacobian_0_0,jacobian_0_1,jacobian_0_2,jacobian_0_3,jacobian_0_4,jacobian_0_5,jacobian_0_6,jacobian_1_0,jacobian_1_1,jacobian_1_2,jacobian_1_3,jacobian_1_4,jacobian_1_5,jacobian_1_6,jacobian_2_0,jacobian_2_1,jacobian_2_2,jacobian_2_3,jacobian_2_4,jacobian_2_5,jacobian_2_6,jacobian_3_0,jacobian_3_1,jacobian_3_2,jacobian_3_3,jacobian_3_4,jacobian_3_5,jacobian_3_6,jacobian_4_0,jacobian_4_1,jacobian_4_2,jacobian_4_3,jacobian_4_4,jacobian_4_5,jacobian_4_6,jacobian_5_0,jacobian_5_1,jacobian_5_2,jacobian_5_3,jacobian_5_4,jacobian_5_5,jacobian_5_6
1733753231.1590385,0.0,0.0,0.0,0.01461309000000005,0.025394319999998416,0.0096720699999997,0.01461309000000005,0.025394319999998416,0.0096720699999997,-0.00033347000000003013,9.138000000000202e-05,0.0010654500000001343,0.0,0.0,0.0,-0.1142329630536391,0.01236442191788528,0.021479066296858283,-0.1142329630536391,0.01236442191788528,0.021479066296858283,0.0043628044723066275,0.0003978626977167803,0.02991713979986843,0.05259657720148224,0.010311313146327938,0.03857122656751143,-0.005921647505441385,-0.005156109715923091,0.0012686539083891502,-0.0012306879064224244,-0.7205026932091558,-0.045995774214955605,-0.5920433203489235,-0.005080563023889792,0.12337349990356362,-0.011842184157788618,0.0,0.024577222587477895,-0.6589029277723112,-0.0024078775386173912,0.5268325272094506,0.010807714944453244,0.13518229423718175,0.0,0.009369575700784366,-0.3498463646384192,-0.004294128879123225,0.05464865341226577,5.062750387276843e-11,0.08799999999514226,0.0,0.03603351687853694,-0.9946459780701377,-0.0027523591027430487,0.9996740525851794,0.02552760827061667,0.9961849243709959,4.102068570306623e-10,0.9779718478814767,0.015157001317122764,0.9849491770025567,0.00709656756723584,-0.29140575452690787,0.08726738483507498,0.0,0.2056031381391198,0.10222349837474752,-0.17282228803414146,0.02452401510127672,-0.9562588705181173,4.03745248197445e-10,-1.0
1733753231.171453,0.0,0.0,0.0,0.01995909000000004,-0.03385368000000177,-0.014981930000000254,0.01995909000000004,-0.03385368000000177,-0.014981930000000254,0.00024752999999996805,0.00018738000000000782,-0.00246354999999987,0.0,0.0,0.0,-0.02870004700017626,-0.005152402636413964,0.031613048180709244,-0.02870004700017626,-0.005152402636413964,0.031613048180709244,0.006258183684999303,0.003259875940361667,0.024126073848315065,-0.0025849660369579412,0.01771199123631151,-0.007713550528827509,-0.010606231664633259,-0.00048656984204528686,-0.00025442012167509187,-0.002477217773939451,-0.7205022116972869,-0.04599411327288708,-0.5920431586500347,-0.005080092844341769,0.12337344278108693,-0.01184197568697089,0.0,0.024576371478143778,-0.6589035709043612,-0.002407362705524244,0.5268325588159949,0.010807518220564633,0.1351823124993952,0.0,0.009368872662775737,-0.3498466855712984,-0.004294062554126038,0.05464892970103205,5.0627480350980447e-11,0.08799999999514234,0.0,0.0360321633675044,-0.9946464844821187,-0.002751515052006448,0.9996740653091861,0.02552709945851242,0.99618505894884,4.102068570306623e-10,0.9779727420586598,0.01515708793583624,0.9849490103430733,0.00709568968153515,-0.29140511556170867,0.08726584857260093,0.0,0.20559912206360165,0.10221855796609385,-0.17282325129773238,0.024523750450295204,-0.9562590788158314,4.0374530340219947e-10,-1.0
1733753231.1839597,0.0,0.0,0.0,-0.006557909999999945,0.018444319999997738,0.012660069999999912,-0.006557909999999945,0.018444319999997738,0.012660069999999912,0.0003925299999999743,0.00021938000000000513,0.0006784500000001081,0.0,0.0,0.0,-0.017089905531402175,0.009152832846753237,0.007047637402469123,-0.017089905531402175,0.009152832846753237,0.007047637402469123,0.0035059709505731425,0.003413409499997724,0.025087800428977344,-0.010815991351613291,-0.0012484775665013714,-0.016387460570216027,0.00033411552581313897,0.00022423705662164006,0.001367817250059411,-0.0014166074993952893,-0.7205023328630641,-0.045992158653001936,-0.5920437122672517,-0.005082027245908834,0.12337347699601517,-0.011842470680630993,0.0,0.024574153410417337,-0.6589025015377501,-0.002409581805193137,0.5268325161273446,0.010807976438209256,0.13518226913701875,0.0,0.009369123886146496,-0.3498468518802102,-0.004294097383305941,0.054648651959915806,5.062749447593498e-11,0.08799999999514213,0.0,0.036029252274182993,-0.9946463722053063,-0.0027552232099243867,0.9996740377964014,0.025528225913670762,0.9961847394029563,4.102068570306623e-10,0.9779717568772222,0.015153245773650036,0.984949641994207,0.007099367559545378,-0.29140570041973374,0.08726949627827599,0.0,0.20560431836671786,0.10222022011983081,-0.17281959229366006,0.02452380753662309,-0.9562588705181171,4.037451723222868e-10,-1.0
1733753231.1964793,0.0,0.0,0.0,0.005279090000000042,-0.02856768000000187,-0.010048929999999956,0.005279090000000042,-0.02856768000000187,-0.010048929999999956,0.0007565299999999775,-0.0006076199999999962,0.0017284500000002145,0.0,0.0,0.0,-0.046191042846062826,0.008669918966883773,0.00322718264149511,-0.046191042846062826,0.008669918966883773,0.00322718264149511,0.0027878691873356597,0.003379814409237278,0.031961445429573056,0.0034924024105199084,-0.0016513233990738119,-0.005939771676183585,0.0017013696624861852,-0.0013254394067692132,0.000871218527228379,-0.0013628087487940962,-0.7205021017809077,-0.045992129038427886,-0.5920425469210202,-0.005082344195058251,0.12337345011996177,-0.011842806831801101,0.0,0.024573679242355588,-0.6589049053320015,-0.002409768028972598,0.5268325043831898,0.010808283225030614,0.13518223968850218,0.0,0.009368780446037311,-0.349845806221052,-0.004294187067457487,0.0546486561095178,5.0627483451193586e-11,0.08799999999514199,0.0,0.03602845879925086,-0.994646443856867,-0.0027554495429020494,0.9996740194150022,0.025528950538044933,0.9961845223910433,4.102068570306623e-10,0.9779741076044809,0.015153720559503543,0.984948260103786,0.007099907247369808,-0.29140563693902977,0.0872719734423888,0.0,0.20559327569687155,0.1022194525327404,-0.17282746429992338,0.024524400578457572,-0.9562588705181168,4.03745083302512e-10,-1.0
1733753231.208956,0.0,0.0,0.0,0.02034609000000004,0.019635319999998124,-0.010146930000000332,0.02034609000000004,0.019635319999998124,-0.010146930000000332,8.952999999997657e-05,0.00048438000000000647,-0.0026085499999998207,0.0,0.0,0.0,-0.04494000185768163,0.0028478222138301978,-0.00024368740088969506,-0.04494000185768163,0.0028478222138301978,-0.00024368740088969506,0.0018765577880465675,0.0029915687995708973,0.03006258190251674,0.004197724286592645,-0.0010741959304516602,-0.004426640628121134,0.0022858019021478326,-0.0009013576378620325,6.878996498071999e-05,-0.0014804290214222166,-0.7205026925666527,-0.04599284836901092,-0.5920429095680901,-0.005081758321530282,0.12337340148394124,-0.011842492227480168,0.0,0.024574654726754443,-0.6589040904499186,-0.0024091877396772423,0.5268325397133521,0.01080798963860585,0.13518226724943275,0.0,0.009369076021083944,-0.3498464138412369,-0.0042940959587701374,0.05464893115336508,5.0627463410608107e-11,0.08799999999514212,0.0,0.03602986973732787,-0.9946463813227608,-0.002754529666407988,0.9996740379340558,0.025528212936629605,0.9961847254929634,4.102068570306623e-10,0.9779728361069135,0.015154461803953167,0.9849487163542073,0.007098828348726299,-0.2914050180188401,0.08726965506124705,0.0,0.2055990766606485,0.10221995112975528,-0.17282487876031027,0.02452395801446565,-0.9562590788158309,4.0374516661631236e-10,-1.0
1733753231.2214491,0.0,0.0,0.0,-0.015142909999999954,0.018857319999997735,-0.016796930000000376,-0.015142909999999954,0.018857319999997735,-0.016796930000000376,0.000933529999999988,0.0002243800000000032,0.0008494500000001404,0.0,0.0,0.0,-0.024989135199576865,0.0031563102775436624,-0.004991118834236972,-0.024989135199576865,0.0031563102775436624,-0.004991118834236972,0.0009018753135542183,0.002358473666891635,0.022875016029558774,-0.003328928932588498,-0.004222748153481115,-0.008820573870992138,0.0037533793839907847,0.0004493948336082576,0.00015572510219130642,-0.001254268447152443,-0.7205028324189438,-0.045990520039393225,-0.592043632451056,-0.005083310625138841,0.12337336352556713,-0.0118429669869501,0.0,0.024572520955797435,-0.658902742680316,-0.002410965056171137,0.5268325221317549,0.010808422925396226,0.13518222565781726,0.0,0.009369108595958728,-0.349847101668473,-0.004294135974084975,0.05464893239823171,5.0627447839822766e-11,0.08799999999514192,0.0,0.03602701768294761,-0.9946464420880919,-0.0027575110404066093,0.9996740127801425,0.02552923634964601,0.9961844189961656,4.102068570306623e-10,0.9779715598542628,0.015150909995974036,0.9849495808271094,0.00710175535352936,-0.29140492836207005,0.0872731536571935,0.0,0.20560564708463858,0.1022198863616778,-0.1728199044131314,0.02452413592660184,-0.9562590788158305,4.0374504088922423e-10,-1.0
1733753231.233983,0.0,0.0,0.0,-0.0020699099999999526,0.003267319999998186,0.010812069999999618,-0.0020699099999999526,0.003267319999998186,0.010812069999999618,0.000583529999999971,7.438000000000583e-05,-0.000252549999999796,0.0,0.0,0.0,-0.06711556408942501,-0.014964458264142142,0.0167062947781308,-0.06711556408942501,-0.014964458264142142,0.0167062947781308,0.004305080373538612,0.0020919297667312407,0.032945713497847424,0.016394063799844413,0.014776690491578481,0.006623749767992487,-0.005140460366030997,-0.0013290959107618017,-0.0013636510274782632,-0.0014234105378802611,-0.7205022660411649,-0.045995929378445925,-0.5920437164552065,-0.005079002430315171,0.12337345801946517,-0.01184178508114688,0.0,0.024578291996255837,-0.6589022334314619,-0.002406152445921747,0.5268325662891122,0.010807344265138902,0.1351823291963371,0.0,0.009369107446313724,-0.34984715099638286,-0.004294105608323478,0.05464893115336619,5.0627486601867697e-11,0.08799999999514241,0.0,0.03603486206021386,-0.9946463000939602,-0.0027495165237995008,0.9996740750547553,0.02552668857996518,0.9961851819918903,4.102068570306623e-10,0.9779715253750786,0.01515897073936691,0.9849496777754297,0.007093598996563838,-0.29140515155439295,0.08726444396078067,0.0,0.2056044364108988,0.10222007295789878,-0.17281947925208652,0.024523958014465667,-0.9562590788158316,4.0374535387530244e-10,-1.0
1733753231.2464507,0.0,0.0,0.0,0.01061609000000005,0.002468319999998414,-0.001980930000000214,0.01061609000000005,0.002468319999998414,-0.001980930000000214,-2.7470000000029415e-05,-0.00018761999999999251,0.0003854500000001204,0.0,0.0,0.0,-0.030434962989669613,-0.008384589122975168,-0.006723526526351004,-0.030434962989669613,-0.008384589122975168,-0.006723526526351004,0.0006147335941075938,0.0018153782043933914,0.020297906232703035,0.002810987767539023,-0.0008145017483147665,-0.0027124010645929175,0.003772311786261029,-0.00013999050317187178,-0.0006239438001545139,-0.0010611466493993943,-0.7205024826599832,-0.04599317178974861,-0.5920433945233003,-0.005081891873460416,0.12337339263203197,-0.011842602943308864,0.0,0.024574797704486645,-0.6589029965442088,-0.0024093516991291926,0.5268325358191197,0.010808090682837926,0.13518225755024998,0.0,0.009369257848241316,-0.3498468152218679,-0.004294133004709195,0.054648932398232264,5.062745977949422e-11,0.08799999999514208,0.0,0.0360301445465745,-0.9946462296241174,-0.002754815756241245,0.9996740319014324,0.025528451600684534,0.9961846540177774,4.102068570306623e-10,0.9779721519583021,0.015154089268595607,0.9849492968335007,0.007099063247178503,-0.2914049971108425,0.0872704709479729,0.0,0.20560228276456616,0.10222148244360044,-0.17282156594980141,0.024524135926601846,-0.9562590788158308,4.0374513729670095e-10,-1.0
1733753231.2589524,0.0,0.0,0.0,0.014669090000000051,0.026467319999998296,-0.014502930000000358,0.014669090000000051,0.026467319999998296,-0.014502930000000358,0.00025952999999998005,0.00035738000000000436,0.00036645000000012917,0.0,0.0,0.0,-0.022434432939411064,-0.0025228845243172315,-0.022547888245612165,-0.022434432939411064,-0.0025228845243172315,-0.022547888245612165,0.001286231129867598,0.0018118955375640506,0.015216532735223947,0.0023096329080939185,-0.014262223247650807,-0.0022021960572774432,0.013083108736423765,8.98207060118228e-06,0.0030462496307414044,-0.0015792259507506484,-0.7205027894054096,-0.045994367953306324,-0.592043413506832,-0.005080277690293658,0.12337340700851035,-0.01184227815542859,0.0,0.024576705034902956,-0.6589029502093504,-0.0024075105413291636,0.5268325521217979,0.010807793251484945,0.13518228600280596,0.0,0.009369043388778156,-0.349846944172825,-0.0042941650862073095,0.05464897747724734,5.062746566272562e-11,0.08799999999514221,0.0,0.03603266448586045,-0.9946463753650482,-0.0027517442533441746,0.9996740489373327,0.02552774213917933,0.9961848636902606,4.102068570306623e-10,0.9779716721633377,0.015156857001180964,0.9849493262528138,0.007095977551692709,-0.2914049518942802,0.08726807752217869,0.0,0.20560412334409778,0.1022196539762171,-0.1728214472155947,0.024524334523598118,-0.9562591115345087,4.0374522330579127e-10,-1.0
1733753231.2714567,0.0,0.0,0.0,-0.009975909999999949,0.025481319999998142,0.000830069999999683,-0.009975909999999949,0.025481319999998142,0.000830069999999683,-0.0001794700000000149,-3.3619999999998096e-05,0.00024345000000014494,0.0,0.0,0.0,-0.025393956906530193,-0.021418089724323897,-0.010197030775016555,-0.025393956906530193,-0.021418089724323897,-0.010197030775016555,0.0017816185347908243,0.0020293061315479455,0.01733214698182087,0.0020833512852394716,0.00012793252814202738,-0.002688448650743254,0.006053821390312797,-0.00040193434188154353,5.960846880759263e-05,-0.0014110375699631778,-0.7205020968286457,-0.04599313381093994,-0.5920435319971302,-0.005080652281983943,0.12337341845684012,-0.011842279932475167,0.0,0.02457553881699722,-0.6589028595288151,-0.0024079704550571818,0.5268325479433302,0.010807795888643352,0.1351822858471326,0.0,0.009368773228369015,-0.3498470562016658,-0.004294132593762871,0.05464893231855075,5.062747037300737e-11,0.08799999999514221,0.0,0.03603102697893202,-0.9946465372994632,-0.002752524497104887,0.9996740488756178,0.02552775530374337,0.9961848625430729,4.102068570306623e-10,0.9779722423535304,0.015155738594028238,0.984949460318738,0.007096712296809984,-0.29140505810707956,0.08726809061758456,0.0,0.20560169814680804,0.10221824409496222,-0.1728206707159755,0.0245241244330025,-0.9562590788163853,4.0374522283520703e-10,-1.0
