x,y,z
-0.06680112646657022,0.008086067841153732,0.011854418908146203
-0.06681489403857088,0.008045898267340146,0.01200904949231063
-0.06682915813153678,0.00806687237070114,0.011894944288559639
-0.06681442509491786,0.008028409173909679,0.011950637135136222
-0.06681122024932273,0.008072389973012073,0.011888550998127023
-0.06681656592136653,0.008053704018022745,0.011990146012283764
-0.06683106428811403,0.008013594315245398,0.011897498713069887
-0.06681947474271022,0.008076156642334631,0.01192038592126865
-0.06681022062349173,0.008061257991514914,0.01181859780884642
-0.06682996729658264,0.008020388352086738,0.011966834996491649
-0.06681736656688264,0.008050473941812686,0.011945693539016311
-0.0668131422698034,0.008079268351162683,0.01194482073136105
-0.06682429425012326,0.008091509767211735,0.011937429544024769
-0.06681763022889131,0.008035022046226081,0.011889531758366934
-0.06680355883015643,0.008046721191898976,0.01193990054599292
-0.06683799715566052,0.008051156345096455,0.0119553785290335
-0.06684439282014465,0.008071647443238295,0.011957631194886242
-0.0668175733688412,0.00805922825559513,0.011949717185518627
-0.06684170043031967,0.00805985982108004,0.01200089467882226
-0.06683963389931391,0.008081647338337716,0.011939878301629347
-0.0668163297127713,0.008089175771095136,0.011939620657418937
-0.06681908389498115,0.008054788268170188,0.011895685315460591
-0.06681965242866816,0.008082402061751814,0.011945919020554863
-0.06682003403114245,0.008076676158478402,0.011874938000463353
-0.06682237262853097,0.008025287132354397,0.011919887791479455
-0.06683785354921845,0.008101537849911744,0.011962428927360547
-0.06681974222339992,0.008025622959515588,0.011959274233587558
-0.06683148552758522,0.008066569918852684,0.011919365446495744
-0.06681476285422472,0.008051388203859089,0.011920813352981119
-0.06680793965793086,0.008060237043674978,0.01194822272849394
-0.06682708384165836,0.00806804996679722,0.011909791645181467
-0.0668133749559221,0.008035600212314864,0.01181792648369484
-0.06679869630680757,0.008049880787375452,0.0119068122563174
-0.06682069908800514,0.007998196402390079,0.011946591628796965
-0.06680511313350268,0.008070892471122693,0.011900346254623995
