timestamp,ft_x,ft_y,ft_z,ft_force_x,ft_force_y,ft_force_z,ft_wrench_force_x,ft_wrench_force_y,ft_wrench_force_z,ft_wrench_torque_x,ft_wrench_torque_y,ft_wrench_torque_z
1734690528.537091,0.0,0.0,0.0,-0.003567540000000008,-0.05033825000000025,0.021552299999999303,-0.003567540000000008,-0.05033825000000025,0.021552299999999303,-0.0004700400000000604,-0.0003807600000000008,-0.0015695599999999699
1734690528.5495837,0.0,0.0,0.0,0.015668459999999995,0.0026197500000000318,0.006718299999999289,0.015668459999999995,0.0026197500000000318,0.006718299999999289,0.00019895999999994252,-0.0002257600000000054,0.0015104400000001128
1734690528.5620785,0.0,0.0,0.0,0.0029004599999999936,0.06400875000000017,-0.005525700000001077,0.0029004599999999936,0.06400875000000017,-0.005525700000001077,0.0013949599999999451,-6.075999999999998e-05,0.0014324400000000903
1734690528.5746002,0.0,0.0,0.0,0.005278459999999985,-0.04170425000000044,0.016785299999999115,0.005278459999999985,-0.04170425000000044,0.016785299999999115,-0.0009760400000000669,0.000158239999999997,-0.0021665599999999285
1734690528.587073,0.0,0.0,0.0,-0.015895540000000014,-0.032613249999999816,-0.019744700000000837,-0.015895540000000014,-0.032613249999999816,-0.019744700000000837,-6.004000000006671e-05,0.0005682399999999976,-0.0023335599999999568
1734690528.599579,0.0,0.0,0.0,-3.353999999999857e-05,0.009962749999999687,0.027656299999998968,-3.353999999999857e-05,0.009962749999999687,0.027656299999998968,-0.00018304000000005094,-0.0003507600000000055,7.440000000080715e-06
1734690528.612081,0.0,0.0,0.0,-0.013869540000000014,-0.034935250000000195,-2.6700000000712265e-05,-0.013869540000000014,-0.034935250000000195,-2.6700000000712265e-05,0.0005999599999999272,-0.00024075999999999959,0.001373440000000059
1734690528.624582,0.0,0.0,0.0,-0.00776054000000001,-0.05776825000000052,-0.0006007000000010088,-0.00776054000000001,-0.05776825000000052,-0.0006007000000010088,-0.0005080400000000707,-0.00037876000000000576,-0.0013405599999999351
1734690528.6372204,0.0,0.0,0.0,-0.00847254,-0.004863250000000541,0.00790329999999928,-0.00847254,-0.004863250000000541,0.00790329999999928,-0.0004060400000000519,-0.00021776000000000434,0.0004084400000000654
1734690528.6495943,0.0,0.0,0.0,-0.009329539999999997,-0.026915250000000057,0.012500299999999243,-0.009329539999999997,-0.026915250000000057,0.012500299999999243,0.0003049599999999375,2.823999999999882e-05,0.0007864400000000549
1734690528.6621077,0.0,0.0,0.0,0.016054459999999993,-0.012226250000000327,-0.0074107000000007694,0.016054459999999993,-0.012226250000000327,-0.0074107000000007694,0.000250959999999939,-0.00023276000000000546,0.0006584400000000379
