timestamp,ft_x,ft_y,ft_z,ft_force_x,ft_force_y,ft_force_z,ft_wrench_force_x,ft_wrench_force_y,ft_wrench_force_z,ft_wrench_torque_x,ft_wrench_torque_y,ft_wrench_torque_z
1734690467.2909336,0.0,0.0,0.0,0.006189699999999999,0.0020761100000008526,-0.008659619999998647,0.006189699999999999,0.0020761100000008526,-0.008659619999998647,0.00023144999999999416,-0.00041721999999998205,-0.00042421000000014697
1734690467.3033855,0.0,0.0,0.0,0.0064586999999999995,-0.04287388999999919,0.006384380000001411,0.0064586999999999995,-0.04287388999999919,0.006384380000001411,-0.000690550000000012,-4.0219999999979716e-05,-0.0008362100000001149
1734690467.3158824,0.0,0.0,0.0,0.0072847,-0.01234488999999872,0.007167380000001611,0.0072847,-0.01234488999999872,0.007167380000001611,-0.000676549999999998,-2.221999999998253e-05,-0.0021102100000001123
1734690467.3283772,0.0,0.0,0.0,-0.0064472999999999996,-0.04326488999999878,0.0035573800000014977,-0.0064472999999999996,-0.04326488999999878,0.0035573800000014977,-0.0007065500000000002,-0.00016821999999998283,7.878999999988423e-05
1734690467.3409588,0.0,0.0,0.0,0.0063216999999999995,-0.012245889999999093,0.010759380000001428,0.0063216999999999995,-0.012245889999999093,0.010759380000001428,-0.0008565500000000115,0.0002447800000000208,-0.000216210000000161
1734690467.3533895,0.0,0.0,0.0,-0.0013453000000000007,-0.05902588999999914,0.012133380000001637,-0.0013453000000000007,-0.05902588999999914,0.012133380000001637,-0.0008295500000000122,-0.0005782199999999835,-0.001639210000000113
1734690467.3658712,0.0,0.0,0.0,-0.0104483,0.010106110000000612,0.005978380000001504,-0.0104483,0.010106110000000612,0.005978380000001504,-0.000447549999999991,-5.219999999979408e-06,-9.210000000203777e-06
1734690467.3783975,0.0,0.0,0.0,0.0098767,-0.019810889999998693,0.017745380000001365,0.0098767,-0.019810889999998693,0.017745380000001365,-0.000342549999999997,0.00023278000000001575,0.0002287899999998677
1734690467.3908963,0.0,0.0,0.0,-0.006783299999999999,0.009505110000000982,-0.016615619999998277,-0.006783299999999999,0.009505110000000982,-0.016615619999998277,0.00015445000000000042,-0.0004062199999999849,0.0007557899999998119
1734690467.4033916,0.0,0.0,0.0,0.0180957,0.017897110000000716,-0.00212861999999836,0.0180957,0.017897110000000716,-0.00212861999999836,0.0005094499999999946,-1.721999999998447e-05,0.0003007899999998287
1734690467.4158924,0.0,0.0,0.0,-0.011393300000000002,-0.012780889999999268,0.015837380000001566,-0.011393300000000002,-0.012780889999999268,0.015837380000001566,0.0009844499999999978,-0.000299219999999982,-2.3210000000162267e-05
1734690467.4283738,0.0,0.0,0.0,0.0062197,0.01672411000000107,0.020497380000001453,0.0062197,0.01672411000000107,0.020497380000001453,-0.00030055000000001053,-0.000410219999999982,8.789999999869735e-06
1734690467.440902,0.0,0.0,0.0,0.0010066999999999993,-0.01281788999999911,0.017678380000001326,0.0010066999999999993,-0.01281788999999911,0.017678380000001326,0.0005474500000000049,-0.00016621999999998083,0.0005827899999998332
1734690467.4534304,0.0,0.0,0.0,0.0017076999999999995,0.010398110000000571,-0.0015436199999983025,0.0017076999999999995,0.010398110000000571,-0.0015436199999983025,0.0003224500000000019,-1.421999999998147e-05,-0.000136210000000192
1734690467.4658835,0.0,0.0,0.0,0.0055747,-0.0042088899999992435,0.02031338000000149,0.0055747,-0.0042088899999992435,0.02031338000000149,0.00013545000000000917,0.000371780000000016,1.978999999985298e-05
1734690467.4784236,0.0,0.0,0.0,0.0060076999999999995,-0.05030888999999927,0.015852380000001443,0.0060076999999999995,-0.05030888999999927,0.015852380000001443,-0.000579550000000012,8.57800000000214e-05,-0.00034921000000021074
1734690467.4909034,0.0,0.0,0.0,0.0017736999999999996,0.0014731100000009434,0.003208380000001565,0.0017736999999999996,0.0014731100000009434,0.003208380000001565,-6.254999999999455e-05,-0.0005492199999999822,0.00035578999999985594
1734690467.5034513,0.0,0.0,0.0,0.005807699999999999,0.0031431100000007817,-0.004396619999998297,0.005807699999999999,0.0031431100000007817,-0.004396619999998297,-0.0001575500000000063,0.0002507800000000199,0.00032778999999982794
1734690467.5159004,0.0,0.0,0.0,-0.0036012999999999983,0.01115711000000097,-0.019594619999998564,-0.0036012999999999983,0.01115711000000097,-0.019594619999998564,0.0012104500000000018,0.0002497800000000189,0.001102789999999798
1734690467.5284033,0.0,0.0,0.0,0.0030507,-0.026475889999999502,-0.014903619999998341,0.0030507,-0.026475889999999502,-0.014903619999998341,-0.0007135500000000072,0.000374780000000019,-0.002131210000000161
1734690467.5409057,0.0,0.0,0.0,-0.0028972999999999985,-0.012873889999998944,0.000793380000001509,-0.0028972999999999985,-0.012873889999998944,0.000793380000001509,0.0005734500000000031,-0.00029521999999998494,0.00029178999999979194
1734690467.5533943,0.0,0.0,0.0,0.006055699999999999,-0.012280889999999545,-0.014059619999998496,0.006055699999999999,-0.012280889999999545,-0.014059619999998496,-0.0004925500000000083,0.00011378000000002164,0.00022378999999983495
1734690467.5659246,0.0,0.0,0.0,-0.010127299999999999,0.010108110000000892,0.006244380000001382,-0.010127299999999999,0.010108110000000892,0.006244380000001382,-0.0006635500000000127,-3.2199999999843465e-06,-0.00039121000000019723
1734690467.578476,0.0,0.0,0.0,0.0021177,0.0470501100000007,0.0033573800000015197,0.0021177,0.0470501100000007,0.0033573800000015197,0.00016345000000000942,-0.000524219999999985,-3.0210000000141513e-05
1734690467.5909164,0.0,0.0,0.0,0.0146477,-0.025576889999999075,-0.0028716199999982983,0.0146477,-0.025576889999999075,-0.0028716199999982983,0.0007284499999999916,0.0006217800000000162,-0.002299210000000107
